id,type,attributes_organization_id,attributes_organization_name,attributes_organization_abbreviation,attributes_service_provider_id,attributes_service_provider_name,attributes_collection_id,attributes_collection_name,attributes_collection_year,attributes_collection_quarter,attributes_service_provided,attributes_transaction_point,attributes_channel,attributes_volume_of_customers,attributes_volume_of_customers_provided_survey_opportunity,attributes_volume_of_respondents,attributes_omb_control_number,attributes_federal_register_url,attributes_q1_text,attributes_q1_1,attributes_q1_2,attributes_q1_3,attributes_q1_4,attributes_q1_5,attributes_q1_point_scale,attributes_q2_text,attributes_q2_1,attributes_q2_2,attributes_q2_3,attributes_q2_4,attributes_q2_5,attributes_q2_point_scale,attributes_q3_text,attributes_q3_1,attributes_q3_2,attributes_q3_3,attributes_q3_4,attributes_q3_5,attributes_q3_point_scale,attributes_q4_text,attributes_q4_1,attributes_q4_2,attributes_q4_3,attributes_q4_4,attributes_q4_5,attributes_q4_point_scale,attributes_q5_text,attributes_q5_1,attributes_q5_2,attributes_q5_3,attributes_q5_4,attributes_q5_5,attributes_q5_point_scale,attributes_q6_text,attributes_q6_1,attributes_q6_2,attributes_q6_3,attributes_q6_4,attributes_q6_5,attributes_q6_point_scale,attributes_q7_text,attributes_q7_1,attributes_q7_2,attributes_q7_3,attributes_q7_4,attributes_q7_5,attributes_q7_point_scale,attributes_q8_text,attributes_q8_1,attributes_q8_2,attributes_q8_3,attributes_q8_4,attributes_q8_5,attributes_q8_point_scale,attributes_q9_text,attributes_q9_1,attributes_q9_2,attributes_q9_3,attributes_q9_4,attributes_q9_5,attributes_q9_point_scale,attributes_q10_text,attributes_q10_1,attributes_q10_2,attributes_q10_3,attributes_q10_4,attributes_q10_5,attributes_q10_point_scale,attributes_q11_text,attributes_q11_1,attributes_q11_2,attributes_q11_3,attributes_q11_4,attributes_q11_5,attributes_q11_point_scale,attributes_created_at,attributes_updated_at,attributes_operational_metrics,attributes_service_id,attributes_service_name,attributes_service_slug,service_desc,service_provider_desc
640,omb_cx_reporting_collections,2096,Department of Housing and Urban Development,HUD,11,Housing and Urban Development,252,CX Quarterly Reporting,2023,1,Origination of FHA Mortgages,The survey is offered to the client after the service is provided by the Tier 1 and 2 Customer Service Representatives at the FHA Resource Center or after the Tier 3 interaction is completed by a Subject Matter Expert (SME) in the agency.,phone,169533.0,8060.0,913,OMB Control Number  2511-0001,https://omb.report/icr/202110-2511-003/doc/115624501 , I am satisfied with the service I received from the Homeownership Center.,82,73,54,147,557,4.12,This interaction increased my confidence in the Homeownership Center.,69,65,155,146,478,3.98,My need was addressed.,107,73,44,127,562,4.06,It was easy to complete what I needed to do.,91,68,88,162,504,4.01,It took a reasonable amount of time to do what I needed to do.,70,64,118,192,469,4.01,I was treated fairly.,20,9,119,158,607,4.45, Employees I interacted with were helpful.,44,37,130,124,578,4.27,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.706Z,2023-01-18T03:56:21.166Z,,15,Seeking information about FHA loan programs and loss mitigation services,hud-fha,"Trying to buy, maintain, keep and/or sell a home can be daunting. It is difficult for borrowers to know what programs and provisions are available to assist them throughout the lifecycle of homeownership. Federal Housing Administration (FHA) loans enable millions of families and individuals obtain the dream of homeownership. While FHA loans are funded through FHA Approved lenders, the FHA sets the policy for FHA loans. Therefore, people contact the FHA Resource Center, as an authoritative source, to understand what is available to them. Additionally, the FHA Resource Center assists the National Servicing Center that is tasked to work with homeowners and their lenders to avoid foreclosure. The FHA Resource Center provides answers and responses to customers looking to buy a home, qualify for a loan, and receive down payment assistance, in addition to providing information about various other HUD programs and services. The FHA Resource Center is a omni-channel contact center with the ability to receive email inquiries from our customers by utilizing three different email accounts.","In 2020, the Department of Housing and Urban Development (HUD) provided rental assistance to approximately 4.6 million low-income households, including elderly residents, individuals with disabilities, and veterans."
641,omb_cx_reporting_collections,2133,Small Business Administration,SBA,23,Small Business Administration,253,CX Quarterly Reporting,2023,1,"Counseling or training via webinar, in person, phone or email.",The survey is provided following the service.,email,289751.0,289751.0,294,3245-0404,Federal Register URL,I am satisfied with the service that I received from the SBA.,23,5,14,56,196,4.35,This interaction increased my confidence in the SBA.,24,4,21,62,183,4.28,My need was addressed.,22,5,24,69,174,4.25,It was easy to complete what I needed to do.,25,7,34,71,157,4.12,I was treated fairly.,23,17,33,70,151,4.05,How likely are you to refer a friend or colleague to SBA?,21,0,17,59,197,4.4,The employees I interacted with were helpful,21,5,13,47,208,4.41,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.729Z,2023-01-26T16:34:38.125Z,Survey results,27,"Accessing information, resources and capital to start a new business",sba-fo,"Many prospective small businesses owners/entrepreneurs come to SBA for assistance as they contemplate starting a new business. Often an individual or group identifies a market need/gap and develops a solution they believe forms the basis of a business model. Other prospective business owners may also identify a franchise or existing business they’re interested in purchasing.

Independent of the new business owner’s circumstances, many seek SBA’s assistance as they develop their plan of action. New business owners need help determining the appropriate business structure for their venture, how to develop a business plan, and identifying/accessing sources of funds to support the creation of their business. Through in-person, online, or phone interactions, customers engage with SBA employees, SBA.gov or SBA’s partner network to get the help they need to move forward.

","Serving the nation’s 31.7 million small business, in 2020, the Small Business Administration distributed more than $29 billion in loans and investments to small businesses, provided business coaching to nearly 750,000 entrepreneurs, distributed more than $195 billion in disaster loans, and assisted with 275 active disaster assistance declarations."
643,omb_cx_reporting_collections,2139,Department of Homeland Security,DHS,8,Federal Emergency Management Agency,255,CX Quarterly Reporting,2023,1,CX - Customer Experience,Follow-up Survey after Registering for Assistance with a FEMA Rep or Online,computer,2209578.0,3827.0,530,1601-0029,https://www.govinfo.gov/content/pkg/FR-2020-05-18/pdf/2020-10546.pdf#page=1 https://www.govinfo.gov/content/pkg/FR-2020-09-16/pdf/2020-20404.pdf#page=1,I am satisfied with the service I received from FEMA.,105,31,84,65,231,3.55,This interaction increased my confidence in FEMA.,99,36,77,82,223,3.57,My need was addressed.,140,45,83,62,185,3.21,It was easy to complete what I needed to do.,89,35,75,84,227,3.64,It took a reasonable amount of time to do what I needed to do.,84,39,98,96,195,3.54,I was treated fairly.,104,32,62,73,243,3.62,Employees I interacted with were helpful.,74,23,73,63,281,3.88,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.774Z,2023-01-24T15:26:05.300Z,"DRs: 4663-KY, 4665-MO, 4668-AZ, 4671-PR, 4672-AK, 4673-FL, 4675-FL, 4676-IL, and 4677-SC",12,Applying for disaster assistance,dhs-fema,"FEMA provides Individual Assistance (IA) to help individuals and families with their recovery. FEMA assistance can be financial (e.g., payments to help with expenses for temporary housing, home repairs, personal property, transportation or medical expenses caused by the disaster), direct (e.g., lodging or temporary housing provided by FEMA), or can be provided through partners (e.g., disaster unemployment assistance, legal services, and connection to voluntary agencies). Customers for this service are the individuals and families who need help with necessary expenses and disaster-caused unmet needs that are not covered by insurance or other sources. While personal insurance is the first line of support after a natural disaster, some populations may be underinsured or uninsured and may have disaster-related needs that insurance does not cover. FEMA services are not meant to compensate for all disaster-caused losses and cannot replace insurance coverage. However, they still provide critical assistance to disaster survivors, allowing them to begin their recovery process.","FEMA’s mission is to help people before, during and after disasters. 2020 set a new annual record of 22 “billion dollar” disasters - for the first time in the history, FEMA responded to simultaneous disasters in Washington, D.C., five territories and all 50 states for a record 230 presidentially declared emergencies, supporting more than 25 million people affected by natural disasters."
645,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,257,CX Quarterly Reporting,2023,1,VBA Education Applying for Benefits,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,email,55261.0,2568.0,2568,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I was satisfied with the tools VA made available to help me make my education and training decision.,14,23,40,68,119,3.97, I trust VA to effectively administer my education benefits.,233,177,320,760,1078,3.89, I found the GI Bill Comparison Tool useful when planning my budget for school.,149,142,474,455,737,3.76,I found the process of applying for my benefits to be easy.,177,207,268,792,1124,3.97,NONE,0,0,0,0,0,,"1.The information available from VA was helpful in understanding how to apply for benefits 2. When submitting my benefits application, I understood the application process and timeline.",177,265,461,787,874,3.75,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.818Z,2023-01-27T15:07:12.722Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
646,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,257,CX Quarterly Reporting,2023,1,VBA Education Service Receiving Benefits,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,email,71252.0,3109.0,3109,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,"If I had an issue with my education benefits, I was satisfied with the assistance that I received from VA.",157,175,334,611,1106,3.98,I trust VA to effectively administer my education benefits.,136,149,328,974,1522,4.16,NONE,0,0,0,0,0,,"1. When I enrolled in school, I understood that my education benefits may vary depending on changes to my enrollment (i.e., adjusting my course level). 2. I understood where to find information regarding the amount of my education benefits. 3. I found VA's web-based benefits systems easy to use (e.g., Statement of Benefits, My Education Benefits, etc.)",33,120,350,1057,1549,4.28,"I receive my education benefits timely (i.e., Tuition & Fees, Yellow Ribbon, BAH, and Books & Supplies).",163,244,188,783,1731,4.18,"After receiving my education benefits, I understand how to receive education benefits in the future.",59,134,341,1010,1503,4.24,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.826Z,2023-01-27T15:14:04.778Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
647,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,257,CX Quarterly Reporting,2023,1,VBA Education Service Enrolling in School,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,email,33281.0,1561.0,1561,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I was satisfied with the assistance I received from my school when submitting my Certificate of Eligibility.,52,60,115,395,922,4.34,I trust VA to effectively administer my education benefits.,71,73,159,487,771,4.16, I found the VA websites helpful in informing me about my education benefits,53,116,213,513,639,4.02,1. I understood how to submit my Certificate of Eligibility to my school. 2. It was easy to share my Certificate of Eligibility with my school to inform my school that I wanted to enroll using my GI Bill benefits.,28,57,101,498,862,4.36,NONE,0,0,0,0,0,,"After enrolling in school, I knew how and when I will receive my benefits.",105,153,206,491,606,3.86,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.833Z,2023-01-27T15:10:51.410Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
648,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,257,CX Quarterly Reporting,2023,1,AMA Supplemental Claim,e-mail survey with online response collection,email,14501.0,3349.0,3349,2900-0770 ,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with VA's Supplemental Claim process.,859,619,625,742,503,2.82,I trust VA to fulfill our country's commitment to Veterans.,632,422,728,904,662,3.16,I understood the need for a VA examination to support my Supplemental Claim.,86,103,224,877,1055,4.16,1 It was easy to identify what evidence I needed to support my Supplemental Claim 2. I knew where to look for status updates about my Supplemental Claim while I waited for a decision,189,414,934,1125,686,3.51,I received the results of my Supplemental Claim in a reasonable amount of time.,546,515,670,942,675,3.2,VA’s notification letter clearly explained the reasons and bases for my Supplemental Claim decision.,546,515,670,942,675,3.2,I felt that VA met its Duty to Assist requirements by gathering all of the identified evidence for my Supplemental Claim.,824,590,685,724,525,2.86, ,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.841Z,2023-01-27T15:03:29.840Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
649,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,257,CX Quarterly Reporting,2023,1,AMA Filing a Request for Decision Review,e-mail survey with online response collection,email,19075.0,3542.0,3542,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with my experience filing a <Higher-Level Review OR Supplemental Claim> request.,336,370,835,1076,925,3.53,I trust VA to fulfill our country's commitment to Veterans.,441,365,775,944,1017,3.49,It was easy to find the help I needed to select which decision review option was best for my claim.,276,400,816,1066,984,3.59,I knew which form I needed for the decision review option that I chose.,284,505,786,915,735,3.41,NONE,0,0,0,0,0,,The [Self-Reported Assistance Type] clearly explained the available decision review options. The <Selection from Question 3> clearly communicated the available decision review options.,73,140,461,1213,1425,4.14,It was easy to understand what information was needed to complete the decision review form.,275,495,774,1038,744,3.45,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.848Z,2023-01-26T21:08:17.817Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
650,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,257,CX Quarterly Reporting,2023,1,AMA Higher-Level Review,e-mail survey with online response collection,email,4855.0,1205.0,1205,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with VA's Higher-Level Review Process.,335,163,239,229,239,2.9,I trust VA to fulfill our country's commitment to Veterans.,228,158,242,322,255,3.18,VA’s notification letter clearly explained the reasons and bases for my Higher-Level Review decision.,217,173,253,284,278,3.19,NONE,0,0,0,0,0,,I received the results of my Higher-Level Review in a reasonable amount of time.,155,108,255,366,321,3.49,"When VA called me or met with me for an informal conference to discuss my claim, I understood that the purpose is to identify any errors of law or fact in my prior claim decision. VA’s notification letter about my Higher-Level Review made it clear that I had additional options if I wanted further review of VA’s decision on my claim.",96,97,241,403,368,3.71,"When VA called me or met with me for an informal conference to discuss my claim, the VA decision maker that conducted my informal conference was helpful.",38,42,69,121,245,3.96,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.855Z,2023-01-27T14:59:50.250Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
651,omb_cx_reporting_collections,2134,U.S. Citizenship and Immigration Services,USCIS,35,Citizenship and Immigration Services,258,CX Quarterly Reporting,2023,1,Contact Center Services,Follow up survey after contact with 1-800 number,computer,2930047.0,2930047.0,27707,1615-0121,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=201801-1615-001,I am satisfied with the service I received from the USCIS Contact Center.,3051,917,735,2814,19755,4.29,This interaction increased my confidence in the USCIS Contact Center 1-800 Number.,2876,940,1278,3259,18848,4.26,My need was addressed. ,3143,1016,1234,3893,17913,4.19,It was easy to complete what I needed to do.,3292,1145,1460,4118,17160,4.13,It took a reasonable amount of time to do what I needed to do.,3366,1336,1853,4293,16261,4.06,I was treated fairly.,1887,560,1443,2043,21208,4.48,Employees I interacted with were helpful.,1994,769,1020,1997,21348,4.47,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.874Z,2023-01-23T14:22:34.261Z,USCIS Contact Center Assessment Survey (CCAS),21,Contacting the USCIS contact center,dhs-uscis,"The USCIS Contact Center is the centralized resource for providing information services to the public. The Contact Center helps the public using multiple channels to provide accurate, timely and consistent information about applications and benefits. They employ a multi-tiered, integrated framework to address inquiries ranging from simple case status questions to those who have experienced significant issues or long delays.","U.S. Citizen and Immigration Services (USCIS) is the government agency that oversees lawful immigration to the United States. Every day, USCIS staff adjudicates more than 26,000 requests for immigration benefits, processes refugee applications around the world in support of refugee admissions, responds to 150,000 inquiries and services requests, grants lawful permanent residence to more than 2,500 people and nearly 6,200 Green Cards, and ensures the employment eligibility of 100,000 new hires in the United States."
652,omb_cx_reporting_collections,2106,Office of Personnel Management ,OPM,12,Federal Employment Services,259,CX Quarterly Reporting,2023,1,USAJOBS Help Desk,After ticket is closed,computer,17157.0,17157.0,383,1090-0008,Federal Register URL,Please rate your overall experience with our help desk.,157,21,22,22,161,3.02,This interaction increased my trust in the Federal hiring process.,121,24,70,42,117,3.03,My issue was resolved.,172,21,21,33,129,2.8,It was easy to resolve my issue.,150,31,37,50,104,2.8,My issue was resolved in a timely manner,137,31,42,43,124,2.96,The help desk representative treated me fairly.,89,18,86,45,133,3.31,The help desk representative was committed to solving my problem.,138,24,31,37,148,3.09,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.896Z,2023-01-06T21:57:10.622Z,,57,Seeking assistance with the Federal job application process from the USAJOBS help desk ,,Job seekers sometimes need assistance logging into the USAJOBS website or resolving issues with their account. They also ask questions about the job announcement requirements or updates on the status of submitted applications. Agency specific or job-related inquiries are redirected to the appropriate agency’s help desk or the agency point of contact listed on the job announcement. ,"Every day, USAJobs hosts over 900 jobs and manages 6 million profiles. The platform has over 200 million site visits a year."
653,omb_cx_reporting_collections,2106,Office of Personnel Management ,OPM,12,Federal Employment Services,259,CX Quarterly Reporting,2023,1,USAJOBS Desktop,Visit 3 or more pages on the website,computer,13446777.0,9044.0,2769,1090-0008,Federal Register URL,I am satisfied with the service I received from USAJOBS.,174,158,424,814,1134,3.95,This interaction increased my confidence in USAJOBS.,198,190,543,723,1034,3.82,My need was addressed.,206,163,527,777,1041,3.84,It was easy to complete what I needed to do.,218,177,509,788,1022,3.82,It took a reasonable amount of time to do what I needed to do.,173,192,589,771,992,3.82,I was easily able to access the website on my device.,100,74,322,742,1456,4.25,The website helped me do what I needed to do.,185,166,490,778,1079,3.89,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.903Z,2023-01-06T18:15:17.162Z,Website use statistics,17,Applying to Federal job opportunities,opm-fes,"U.S. citizens seeking a Federal employment opportunity include students graduating, military service members separating from active duty, and current Federal employees looking for a promotion or lateral position. USAJOBS offers a single place for job seekers to find Federal job opportunities and the ability to reuse application materials when applying to multiple opportunities.","Every day, USAJobs hosts over 900 jobs and manages 6 million profiles. The platform has over 200 million site visits a year."
654,omb_cx_reporting_collections,2106,Office of Personnel Management ,OPM,12,Federal Employment Services,259,CX Quarterly Reporting,2023,1,USAJOBS Mobile,Visit 3 or more pages on the website,mobile,10812556.0,12809.0,4691,1090-0008,Federal Register URL,I am satisfied with the service I received from USAJOBS.,189,130,537,1161,2640,4.27,This interaction increased my confidence in USAJOBS.,226,145,656,1106,2494,4.19,My need was addressed.,215,153,631,1144,2504,4.2,It was easy to complete what I needed to do.,212,171,635,1117,2516,4.19,It took a reasonable amount of time to do what I needed to do.,219,211,644,1167,2402,4.15,I was easily able to access the website on my device.,123,93,401,1135,2893,4.42,The website helped me do what I needed to do.,192,154,606,1171,2518,4.22,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-06T16:57:59.911Z,2023-01-06T18:26:35.302Z,Website use statistics,17,Applying to Federal job opportunities,opm-fes,"U.S. citizens seeking a Federal employment opportunity include students graduating, military service members separating from active duty, and current Federal employees looking for a promotion or lateral position. USAJOBS offers a single place for job seekers to find Federal job opportunities and the ability to reuse application materials when applying to multiple opportunities.","Every day, USAJobs hosts over 900 jobs and manages 6 million profiles. The platform has over 200 million site visits a year."
655,omb_cx_reporting_collections,2082,Department of Labor,DOL,10,Office of Workers' Compensation Programs,238,CX Quarterly Reporting,2023,1,Claimants use the Energy Document Portal,Following document upload,website,3598.0,3598.0,8,1225-0093,Federal Register URL,Please rate your experience with EDP today.,0,0,1,4,3,4.25,This interaction increased my trust in DEEOIC.,0,0,3,1,3,4.0,I was able to complete the task I set out to do in EDP today.,0,0,2,3,3,4.13,It was easy to complete my document upload in EDP.,0,0,1,3,4,4.38,It took a reasonable amount of time to submit my documents in EDP.,0,1,1,2,4,4.13,I understood what was being asked of me throughout the process.,0,1,1,3,3,4.0,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-11T15:39:03.029Z,2023-01-18T17:28:28.303Z,,46,Applying for medical benefits related to accepted conditions under EEOICP,,"After DEEOIC has accepted one or more condition under EEOICPA, the employee claimant may also be eligible for medical benefits, including medical expenses specific to the accepted condition(s). Employee claimants can include current or former employees of the DOE, its predecessor agencies, and certain vendors, contractors and subcontractors, and uranium miners, millers, and ore transporters as defined by RECA Section 5.  ","The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
"
656,omb_cx_reporting_collections,2138,Department of Commerce,DOC,3,United States Patent and Trademark Office,262,CX Quarterly Reporting,2023,1,Patents Pro Se contact center,Within one week of call,email,1740.0,282.0,22,1090-0008,,What is your overall satisfaction with your customer service experience?,0,0,1,4,17,4.73,Please rate your confidence in USPTO as a result of this customer service experience. ,0,1,0,3,18,4.73,The extent to which your question or issue was resolved,0,2,1,4,14,4.43,"How would you rate your agreement with the following statement? I found it easy to complete what I needed to do.  (1=strongly disagree, 10=strongly agree, or don't know)",1,4,2,3,12,3.95,How would you rate your agreement with the following statement? I found that the amount of time to complete what I needed to do for each step was reasonable.,1,5,0,4,12,3.95,I was treated fairly,0,2,0,1,19,4.68,"When thinking about the customer service representative who assisted you in the contact center, how would you rate the agent on their helpfulness? ",0,1,0,4,17,4.68,"When thinking about the customer service representative who assisted you in the contact center, how would you rate the agent on their professionalism?",0,1,0,4,17,4.68, Guidance and communications I've received from the USPTO were clear and simple to understand. ,0,0,4,3,15,4.5,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-11T15:53:04.249Z,2023-01-11T19:39:39.300Z,,5,Applying for a Patent,doc-patents,"The USPTO conducts surveys on its patent and trademark customer application to measure satisfaction for its contact center, uspto.gov website (desktop and mobile) and other channels.","The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%."
658,omb_cx_reporting_collections,2138,Department of Commerce,DOC,3,United States Patent and Trademark Office,262,CX Quarterly Reporting,2023,1,USPTO website,www.uspto.gov ,website,994243.0,96037.0,237,0651-0083,,What is your overall satisfaction with this site?,109,22,12,32,62,2.65,This interaction increased my confidence in the USPTO.,76,26,50,36,49,2.81,My need was addressed. ,106,19,33,36,43,2.54,It was easy to complete what I needed to do.,116,25,26,38,32,2.35,It took a reasonable amount of time to do what I needed to do.,108,20,26,36,47,2.55,,0,0,0,0,0,,,0,0,0,0,0,,Guidance and communications I've received from the USPTO were clear and simple to understand. ,100,22,22,42,51,2.67,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2023-01-11T15:53:04.267Z,2023-01-26T21:15:18.069Z,,5,Applying for a Patent,doc-patents,"The USPTO conducts surveys on its patent and trademark customer application to measure satisfaction for its contact center, uspto.gov website (desktop and mobile) and other channels.","The mission of the United States Patent and Trademark Office (USPTO) is to ensure that the intellectual property system contributes to a strong global economy, encourages investment in innovation, and fosters entrepreneurial spirit. In 2020, USPTO responded to the continued demand for patents and trademarks to protect new ideas and investments in innovation by servicing over 600,000 patent applications, over 400,000 trademark registrations, and increasing all-electronic processing of trademark applications to 88.7%."
