ID,UUID,Satisfaction,Trust/Confidence,Effectiveness/Quality,UserGroup,Years,Region,Ease/Simplicity,Efficiency/Speed,Equity/Transparency,Helpfulness,FreeText,Created At,Page,Referrer,User Agent
2023-08-27_17:35:06-177,1481e2b3-fa67-,3,4,3,Group3,2-3 years,Region4,3,4,2,4,,2022-04-18 04:20:33 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; SM-A025U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
2023-08-27_17:35:06-178,6e6f0902-9fa6-,4,4,4,Group3,2-3 years,Region3,3,2,3,3,,2022-04-18 15:30:53 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36 Edg/100.0.1185.36"
2023-08-27_17:35:06-179,c697e6ff-1d03-,3,3,3,Group2,3-4 years,Region4,3,3,2,3,,2022-04-19 00:28:07 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Safari/537.36"
2023-08-27_17:35:06-180,84c93dbc-32c8-,4,4,4,Group4,2-3 years,Region3,3,3,3,3,,2022-04-19 14:45:40 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Safari/537.36"
2023-08-27_17:35:06-181,37ddf64f-52ac-,5,5,4,Group3,2-3 years,Region4,2,4,3,2,,2022-04-19 15:14:30 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 ADG/11.0.3684 Safari/537.36"
2023-08-27_17:35:06-182,89f4e741-09f1-,4,2,4,Group2,2-3 years,Region3,3,4,3,3,,2022-04-19 19:04:36 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:99.0) Gecko/20100101 Firefox/99.0
2023-08-27_17:35:06-183,8b87a9a8-c171-,2,4,4,Group3,3-4 years,Region5,2,1,3,3,,2022-04-19 19:07:06 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Safari/537.36"
2023-08-27_17:35:06-184,25312d98-ffe2-,5,4,5,Group3,2-3 years,Region3,2,3,2,4,,2022-04-20 11:25:27 UTC,/contact/,https://beepbeep.gov/search-results/?group=site&q=Mali,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-185,1513ab2d-9847-,4,4,4,Group2,2-3 years,Region3,2,2,2,3,,2022-04-20 13:25:07 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-186,f8b5640a-77fc-,4,3,4,Group3,2-3 years,Region3,3,3,3,2,,2022-04-20 14:42:11 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-187,cdff3bc8-5255-,4,4,2,Group3,2-3 years,Region2,1,2,1,3,,2022-04-20 15:57:26 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:98.0) Gecko/20100101 Firefox/98.0
2023-08-27_17:35:06-188,733c23e2-4fb9-,5,5,4,Group3,2-3 years,Region4,1,4,2,3,,2022-04-20 17:21:09 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; T790Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.88 Mobile Safari/537.36"
2023-08-27_17:35:06-189,2e2f056d-bdf7-,4,4,3,Group4,2-3 years,Region3,2,2,2,4,,2022-04-21 20:36:10 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-190,1f8abcfc-d062-,4,3,3,Group2,2-3 years,Region3,3,2,2,2,,2022-04-23 18:42:22 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPad; CPU OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/100.0.4896.85 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-191,cc335d70-aecc-,3,4,3,Group2,0-1 years,Region2,1,1,1,4,,2022-04-24 18:05:53 UTC,/contact/,https://beepbeep.gov/request/,"Mozilla/5.0 (iPad; CPU OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/100.0.4896.85 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-192,4d30dc76-243d-,2,2,4,Group2,2-3 years,Region3,3,2,3,4,,2022-04-25 14:47:41 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.4515.131 Mobile DuckDuckGo/5 Safari/537.36"
2023-08-27_17:35:06-193,6b1dec7b-74d2-,4,4,4,Group3,2-3 years,Region3,2,3,2,2,,2022-04-25 16:57:14 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-194,0c8b3d3a-0aeb-,4,3,2,Group2,2-3 years,Region4,2,2,2,2,,2022-04-26 13:01:33 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36 Edg/100.0.1185.50"
2023-08-27_17:35:06-195,5fadb08e-caef-,4,5,5,Group3,2-3 years,Region3,3,4,3,3,,2022-04-26 16:24:10 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-196,3f8f0b63-8dcb-,4,4,3,Group3,2-3 years,Region2,1,1,1,1,,2022-04-27 04:07:38 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0
2023-08-27_17:35:06-197,e71cd801-9700-,5,5,5,Group5,4-5 years,Region5,5,5,3,3,,2022-04-27 13:20:37 UTC,/contact/,nan,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 DuckDuckGo/7 Safari/605.1.15"
2023-08-27_17:35:06-198,840420ba-020c-,4,3,4,Group2,2-3 years,Region3,3,2,2,4,,2022-04-27 16:55:36 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-199,835e150f-a6af-,4,5,4,Group4,3-4 years,Region4,3,3,3,2,,2022-04-27 22:55:06 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36"
2023-08-27_17:35:06-200,288bbc08-99b6-,3,1,1,Group3,2-3 years,Region2,1,1,1,1,,2022-04-28 06:14:58 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (iPad; CPU OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/100.0.4896.85 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-201,7730245d-dd4d-,4,4,4,Group3,2-3 years,Region3,3,3,3,4,,2022-04-29 00:06:41 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-202,18753f0f-0258-,4,3,4,Group3,2-3 years,Region3,3,2,4,3,,2022-04-29 06:40:40 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-203,b99d5ac7-de1b-,2,4,2,Group4,1-2 years,Region2,2,2,2,2,,2022-04-29 07:34:01 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-204,e1b8dff2-2bc4-,3,2,2,Group2,2-3 years,Region2,2,2,2,2,,2022-04-29 17:29:28 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-205,6cda8cc0-db0b-,3,4,3,Group3,1-2 years,Region2,3,2,3,2,,2022-05-01 04:54:48 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; SM-A037U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36"
2023-08-27_17:35:06-206,743b53f1-3c73-,5,5,4,Group3,2-3 years,Region3,4,5,4,4,,2022-05-01 09:12:12 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36 Edg/100.0.1185.50"
2023-08-27_17:35:06-207,2885f46a-98ab-,3,3,3,Group3,1-2 years,Region2,2,3,3,3,,2022-05-03 14:49:28 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Safari/537.36 Edg/101.0.1210.32"
2023-08-27_17:35:06-208,f5e91da1-3095-,4,5,4,Group4,4-5 years,Region4,2,5,4,4,,2022-05-04 09:51:57 UTC,/contact/,https://beepbeep.gov/labs/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0) Gecko/20100101 Firefox/99.0
2023-08-27_17:35:06-209,eed5dc19-8695-,4,3,4,Group2,2-3 years,Region2,2,2,2,3,,2022-05-04 16:34:41 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; RMX3491) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2023-08-27_17:35:06-210,1d2439d6-1c94-,3,3,2,Group3,2-3 years,Region4,2,2,2,1,,2022-05-04 18:01:58 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; Pixel 5a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
2023-08-27_17:35:06-211,50259ec2-a424-,4,3,4,Group2,1-2 years,Region3,3,2,2,3,,2022-05-04 18:42:06 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-212,715265a3-28cd-,3,4,3,Group3,2-3 years,Region3,3,3,3,3,,2022-05-04 18:59:13 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-213,e1f62d8a-8c8a-,4,4,5,Group3,2-3 years,Region4,3,2,3,4,,2022-05-04 19:33:49 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-214,897fc467-33bd-,4,4,3,Group2,1-2 years,Region2,2,2,2,2,,2022-05-04 21:03:03 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
2023-08-27_17:35:06-215,54894b89-5a0d-,4,4,4,Group3,2-3 years,Region3,3,2,2,2,,2022-05-05 16:35:15 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; SM-A025U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.58 Mobile Safari/537.36"
2023-08-27_17:35:06-216,2aa45742-75b4-,4,4,4,Group4,3-4 years,Region5,3,4,2,4,,2022-05-06 05:33:02 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; CPH2269) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36"
2023-08-27_17:35:06-217,4ec765a5-17c9-,4,4,3,Group3,1-2 years,Region3,2,4,4,3,,2022-05-06 20:53:53 UTC,/contact/,nan,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-218,2c9edd3b-3c23-,4,2,3,Group2,1-2 years,Region3,2,4,3,3,,2022-05-06 22:42:46 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-219,695839cb-94f7-,3,4,3,Group3,2-3 years,Region3,3,3,3,3,,2022-05-07 10:24:51 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-220,46971704-8629-,4,3,3,Group3,2-3 years,Region4,2,3,2,2,,2022-05-07 15:12:40 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-221,6d76ee0f-02b2-,4,4,4,Group3,1-2 years,Region2,2,2,2,2,,2022-05-07 17:01:17 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-222,6d236346-49a6-,4,4,3,Group2,1-2 years,Region3,2,4,4,4,,2022-05-08 03:18:09 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 10; Redmi 8A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36"
2023-08-27_17:35:06-223,a794e802-6d02-,4,3,4,Group3,2-3 years,Region3,2,3,2,3,,2022-05-09 16:40:39 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-224,a4f3a0fa-4883-,5,5,5,Group3,4-5 years,Region4,5,4,3,3,,2022-05-10 03:32:23 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39"
2023-08-27_17:35:06-225,3895e045-cfc4-,3,4,4,Group2,2-3 years,Region3,2,1,2,1,,2022-05-10 16:19:59 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39"
2023-08-27_17:35:06-226,358c08be-d8a8-,5,5,5,Group4,3-4 years,Region4,4,5,5,4,,2022-05-10 16:20:41 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39"
2023-08-27_17:35:06-227,086ff2cf-8af9-,4,4,4,Group3,3-4 years,Region4,3,4,3,3,,2022-05-10 16:21:02 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39"
2023-08-27_17:35:06-228,d7c9ab6e-8a0e-,4,5,4,Group3,2-3 years,Region4,2,3,2,2,,2022-05-10 16:21:18 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36 Edg/101.0.1210.39"
2023-08-27_17:35:06-229,3192e132-1854-,2,4,3,Group3,2-3 years,Region3,4,2,2,2,,2022-05-11 05:10:42 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; Scepter 8 Tablet Build/20210817) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
2023-08-27_17:35:06-230,1bdafd06-1331-,4,4,4,Group3,2-3 years,Region4,2,3,4,3,,2022-05-11 17:55:47 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-231,4e8db852-bffe-,4,4,4,Group3,3-4 years,Region3,2,4,3,2,,2022-05-11 18:54:54 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; U; Android 11; en-; V2026 Build/RP1A.200720.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36 PHX/10.0"
2023-08-27_17:35:06-232,3d256e5d-9067-,3,4,3,Group3,3-4 years,Region4,3,2,2,3,,2022-05-11 20:38:17 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-233,673220f5-5286-,4,4,4,Group3,2-3 years,Region2,2,3,3,3,,2022-05-12 12:50:55 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36"
2023-08-27_17:35:06-234,f677afce-1a41-,4,5,5,Group5,3-4 years,Region5,3,4,4,3,,2022-05-12 18:02:46 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36"
2023-08-27_17:35:06-235,4fa2c213-0232-,4,4,4,Group3,2-3 years,Region3,2,2,2,2,,2022-05-12 21:02:53 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15"
2023-08-27_17:35:06-236,0a231062-f547-,4,4,4,Group3,1-2 years,Region3,2,2,2,3,,2022-05-13 14:56:58 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-237,8ec263b9-39d1-,4,4,4,Group3,2-3 years,Region4,3,4,3,4,,2022-05-13 16:34:56 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:99.0) Gecko/20100101 Firefox/99.0
2023-08-27_17:35:06-238,8243a7cf-68cc-,4,4,4,Group2,1-2 years,Region5,2,4,2,4,,2022-05-14 06:04:10 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-239,60d552f6-0bf4-,5,5,5,Group5,3-4 years,Region4,3,3,3,2,,2022-05-14 06:05:39 UTC,/contact/,https://beepbeep.gov/contact/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-240,e9ee245a-dc65-,5,5,4,Group3,2-3 years,Region3,2,2,2,3,,2022-05-14 06:06:05 UTC,/contact/,https://beepbeep.gov/contact/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-241,fb36594c-40a4-,3,2,2,Group2,0-1 years,Region1,1,1,1,2,,2022-05-14 06:06:36 UTC,/contact/,https://beepbeep.gov/contact/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-242,b107bed3-33a5-,4,4,4,Group3,1-2 years,Region2,2,2,2,2,,2022-05-14 14:25:44 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-243,699e1357-ddc8-,3,3,3,Group2,2-3 years,Region3,4,4,4,4,,2022-05-14 15:41:43 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-244,a8feb198-3927-,4,4,4,Group5,1-2 years,Region3,2,2,2,2,,2022-05-14 18:48:35 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-245,088a0938-3298-,4,4,4,Group3,1-2 years,Region3,3,2,2,1,,2022-05-14 20:40:43 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; SM-F926U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Safari/537.36"
2023-08-27_17:35:06-246,ddf6fb78-6f3c-,4,4,4,Group3,2-3 years,Region3,2,3,3,3,,2022-05-15 16:10:32 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36"
2023-08-27_17:35:06-247,0904e682-2438-,5,4,4,Group4,2-3 years,Region5,5,4,4,3,,2022-05-16 00:21:30 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-248,b98af1f8-aec2-,4,4,4,Group4,2-3 years,Region4,3,3,3,4,,2022-05-16 05:44:09 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-249,306dfd56-4bab-,4,4,4,Group3,1-2 years,Region2,2,2,2,2,,2022-05-16 15:23:33 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-250,692a7a5e-5876-,4,4,3,Group3,3-4 years,Region4,4,4,4,3,,2022-05-16 15:46:50 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36"
2023-08-27_17:35:06-251,e4e7147e-f693-,4,4,4,Group4,3-4 years,Region4,4,4,4,4,,2022-05-17 00:01:44 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-252,0e6f35b6-30ce-,4,4,4,Group3,1-2 years,Region2,3,3,2,2,,2022-05-17 06:33:58 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-253,2a528a7f-fe45-,3,4,4,Group2,1-2 years,Region2,2,2,3,3,,2022-05-17 21:26:20 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-254,d7509011-a6da-,4,4,3,Group3,1-2 years,Region4,3,4,3,2,,2022-05-17 23:38:06 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-255,2f659df4-2fdb-,4,4,3,Group2,1-2 years,Region3,2,2,2,3,,2022-05-18 10:28:25 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-256,5eb5d438-e41d-,4,5,5,Group4,4-5 years,Region4,2,4,3,3,,2022-05-19 15:10:46 UTC,/contact/,https://catalog-prod-datagov.app.cloud.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
2023-08-27_17:35:06-257,5042a34f-e716-,4,3,4,Group4,2-3 years,Region4,2,3,1,2,,2022-05-19 16:20:16 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.64 Safari/537.36 Edg/101.0.1210.47"
2023-08-27_17:35:06-258,35b2e0ce-7f8b-,5,5,5,Group4,3-4 years,Region3,2,2,2,2,,2022-05-19 20:53:20 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
2023-08-27_17:35:06-259,0cd5df80-3b95-,4,5,4,Group3,3-4 years,Region4,2,3,3,3,,2022-05-20 06:56:19 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
